post_date,post_id,post_source,post_text,comment_text
2017-10-31 12:33:48,737,https://vk.com/wall-130344439_737,"11 будет день анализа данных от Сбербанка. В течение осени Сбер провёл два хакатона. В первом нужно было обучить своего бота для игры в покер, во втором надо было анализировать тексты. На этом дне победители представят свои решения, а также будет прочитано несколько прикольных лекций. А ещё будет дофига халявной вкусной жратвы. Сберыч не скупится на хавку.",['К посту комментариев нет']
2017-10-31 17:18:26,738,https://vk.com/wall-130344439_738,"Всем ещё раз привет Есть две новости 1. Завтра в течение дня будут распространяться наклейки. Скорее всего, найти их вы сможете на лекциях, которые стоят у вас в расписании. Мы подумаем о том как распространить стикеры среди курсов как можно равномернее. Существуют наклейки двух разновидностей глянцевые и матовые. Какие из них лучше в плане дизайна и долговечности, хз. Просто имейте это в виду. 2. В четверг на 6 часов вечера мы забронили стол на много людей в дакстарс на маяковской. Да начнётся ежемодульная большая пьянка! update если вы не догоняете что нарисовано на вашей наклейке, приходите на пьянку. Мы поясним за базар.",['К посту комментариев нет']
2017-11-03 14:29:52,741,https://vk.com/wall-130344439_741,"Попросили расшарить Возможно, кому-нибудь это будет интересно.","['от себя добавлю при всей видимости не техничности программы, придется хорошо и сильно погрузится во все аспекты разработки. 70 выпускников этой программы в итоге остаются в Я, но на большом спектре вакансий. поэтому очень советую, если ищите около стажировку на 4м курсе']"
2017-11-04 15:54:54,747,https://vk.com/wall-130344439_747,"Туда же. Мало ли Всем привет! У нас в Devexperts расширяется проект для одной из ведущих бирж США, и я ищу кандидатов на позицию аналитикa. Позиция возможно, даже не одна, 2-3 пока временная, но как минимум до конца февраля, и с хорошими шансами стать постоянной. Что нужно будет делать разбираться в логике построения биржевых индексов и заниматься написанием этой логики на R. Что нужно знать уже сейчас R предпочтительно знакомство с tidyverse, SQL, git. Хороший английский и знание JIRA будет плюсом. Всё достаточно гибко по расписанию и занятости, все формальности берём на себя, оплата хорошая. Работа команде со мной, скорее всего задачи буду ставить я. Позиция хорошо подойдёт студенту старших курсов конец бакалавриата, магистратура, аспиранту в т.ч. как производственная практикастажировка, специалисту с опытом на уровне 0-3 года в IT. Санкт-Петербург, Чкаловская возможна удалённая работа Вилка 80-120к Антон Антонов, tonytonovgmail.com",['К посту комментариев нет']
2017-11-07 16:21:01,748,https://vk.com/wall-130344439_748,Началасьь регистрация на вот эту странную олимпиадку,"['и зачем она нужна?', 'just for fun и строчка в резюме наверное']"
2017-11-15 01:48:37,752,https://vk.com/wall-130344439_752,Пост состоит из фото,"['если изложение будет по содержанию, то маст си']"
2017-11-15 16:18:22,754,https://vk.com/wall-130344439_754,Обычно на таких митапах интересно Ещё обычно есть видеотрансляция,"['Почему видя слово митап, я представляю филю и фокина голышом в одной постеле?', 'вэри дип лёрнинг', 'id3577476Nikita, потому что ты ревнуешь']"
2017-11-27 18:23:23,758,https://vk.com/wall-130344439_758,"Отличная возможность, если у вас есть время и желание погрузиться в консалтинг","['Действительная хорошая возможность моего друга так взяли на проект, который должен был идти 1,5 месяца, в итоге он там задержался и скоро будет год, как там работает']"
2017-11-29 14:05:52,761,https://vk.com/wall-130344439_761,"Всем привет. Sci-hub кто-то опять заблокировал. Наверное, в рамках борьбы с пиратством. Новое зеркало, с которого всё еще можно качать статьи на халяву находится по ссылке Всё также копируем ссылку из платной базы в строку поиска и она ломается. Мы за свободный доступ к знаниям","['Тут отправили фото', 'Уже такая ссылка']"
2017-12-01 14:52:27,762,https://vk.com/wall-130344439_762,"Если ва не очень хочется спать, приходите сюда!",['К посту комментариев нет']
2017-12-02 14:08:02,763,https://vk.com/wall-130344439_763,"Хэй, Еканам! Если есть кто-то, кому не влом провести тайного санту, то мы все только за. Все любят подарочки З","['могу провести, если мне помогут', 'Могу помочь, если проведёшь', 'Могу взять подарок,если вы подарите мне его', 'Могу помочь брать подарки, если вы их дадите Самиру', 'У id10592581Александр Тишин есть прошлогодние заготовки', 'Вам придется немного попрогать в Р', 'id10592581Александр, кааайф', 'Ну так чё, будут подарочки?', 'Филя. Замути ты', 'Я б замутил, но нет времени']"
2017-12-05 17:51:58,773,https://vk.com/wall-130344439_773,"Если есть желание, можно сгонять в качестве слушателя на конфу в честь 25-летия РЭШ.",['К посту комментариев нет']
2017-12-10 13:28:07,780,https://vk.com/wall-130344439_780,"Всем привет. 5 февраля будет последний запуск курса по машинному обучению на Хабре, на русском языке. Осенью курс запустят в четвёртый раз, но на английском языке. Курс продлится до 23 апреля и будет, по большей части, проходить в онлайне. В течение курса будут живые лекции в московском офисе Mail.ru, по понедельникам с 5 февраля, 19.00-22.00. статьи на Хабре прежние, вот первая - подробнее про все активности на курсе соревнования, туториалы и тп тут - Форма регистрации на курс - Все обсуждения проходят в слаке ODS так называется сообщество машилернеров, которое делает этот курс и попутно организует еще кучу всяких других интересных активностей. Заявку на вступление в сообщество можно оставить тут","['если кто-то хочет в ODS, пишите что вы от filfonul 3']"
2017-12-10 13:31:34,781,https://vk.com/wall-130344439_781,Также сегодняшний день - последняя возможность поучаствовать в отборочном онлайн этапе яндексовской олимпиады,['К посту комментариев нет']
2017-12-13 11:36:31,783,https://vk.com/wall-130344439_783,"А вот и начало долгожданного ТАЙНОГО САНТЫ 20172018 года! В этом году мы решили играть только на нашем отделении зачем дарить подарки каким-то левым ОНЭ-шникам?!. Собственно, о том, что же вообще такое Тайный Дед Мороз? Это тайный обмен подарками! Начинается все с того, что вы получаете конверт, в котором находится анкета другого студента с описанием его хобби, желаний и просто того, что он любит больше всего Вместе с этим вам, конечно, достается номер счастливчика, чью заветную мечту вы будете исполнять! На поиски лучшего подарка каждому будет отведена неделя, после чего, 27 декабря, в предверии Нового Года, ПРОИЗОЙДЕТ ВОЛШЕБСТВО! Тогда и ты сам получишь свой подарок! Обо всех остальных правилах вы сможете узнать уже в день выдачи заветных конвертов ПОСПЕШИТЕ! Ведь регистрация закроется уже 17.12.2017 в 2359!!! ТАК ЧТО РЕГИСТРИРУЙСЯ СЕЙЧАС, НЕ ОТКЛАДЫВАЙ ДЕЛО НА ПОТОМ! И будет тебе подарочек Если возникнут вопросы, обращайся к id219243643Даше Сакович","['Открою большую тайну, но в прошлом году мы так же играли только на нашем факе плюс друзья отделения', 'id10592581Александр, мы учимся на экономическом факультете, где 4 отделения. Одно из них - наше, отделение экономики. Разделяй понятия факультет и отделение', 'Тут отправили фото']"
2017-12-14 12:45:02,787,https://vk.com/wall-130344439_787,"Немного хороших новостей для всех, кто любит анализировать 3 Форма для регистрации большая зелёная кнопка справа сверху. Судя по всему, можно регистрировать команды размером до трёх человек.","['Чем отличается анализ данных от кейсов?', 'От своего имени глупости писать стесняешься?', 'id6045249Philip, как еврей отвечаешь вопросом на вопрос']"
2017-12-17 19:26:55,791,https://vk.com/wall-130344439_791,"Всем привет. Го устроим массовую пьянку 25 числа, в понедельник, в папасе акция 4 по цене 1 многие уезжают, а после 28 числа в дакстарсе 2 по цене одного. P.S. Все кто хотел зарегались на санту?","['А где вариант Хочу, но не могу', 'всё для тебя, пирожочек 3', 'А как насчет потусить еще и 30-го?']"
2017-12-19 20:50:54,795,https://vk.com/wall-130344439_795,,['К посту комментариев нет']
2017-12-20 01:18:38,796,https://vk.com/wall-130344439_796,"Всем привет Для 4 курса бакалавриата и 2 курса магистратуры актуальным остается написание достойной ВКР, поэтому в качестве стимула предлагаю обратить внимание на конкурс, который будет проводиться и в следующем году",['К посту комментариев нет']
2017-12-23 17:25:42,798,https://vk.com/wall-130344439_798,"Всем привет. Есть возможность начать приглашать с с Запада в Ранх известных эконометристов и прикладных экономистов, которые публикуются в ведущих журналах, прочитать лекциюцикл лекций. Кому это было бы интересно? Лекции, естественно, на английском.","['Я с 4, интересно, не посещала бы После лекций идти на лекции нет желания. Если будет другой формат, мб', 'id130106451Екатерина, какой, например, формат?', 'club130344439Иканам Стьюдентс Коммьюнити, обязательных курсов с оценкой', 'club130344439Иканам Стьюдентс Коммьюнити, вместо пар Бусыгина, он один хрен дичь каждый раз толкает молодые хотят драйва!', 'id130106451Екатерина, не ходи на бух учет', 'Иканам, каков итог голосования? Будут ли приглашены зарубежные преподаватели?', 'id125147726Иван, это вопрос к id1598589Антон Скроботов', 'id125147726Иван, мне было интересно, стоит ли заняться приглашением иностранцев, нужно ли это кому-нибудь. Пока это только планы.']"
2017-12-24 19:18:08,803,https://vk.com/wall-130344439_803,"Завтра, в понедельник, 25 числа, вечером, собираемся на первую часть ежемодульной тусы в ультраклассическом папасе. Первые пришедшие забивают столик. В четверг, 28 числа, на 1800 забронен столик в чуть менее классическом дакстарсе на маяковской. Там будет вторая часть тусы. Увидимся",['К посту комментариев нет']
2017-12-27 14:53:56,806,https://vk.com/wall-130344439_806,Спешите забирать и дарить подарки! Они вас ждут!,"['Девушка, которая подарила 77 номеру спасибо большое от всей души3 очень милый подарок']"
2017-12-27 15:54:14,807,https://vk.com/wall-130344439_807,В четверг захватите наличку.,['К посту комментариев нет']
2017-12-28 22:14:30,811,https://vk.com/wall-130344439_811,Пришло время важного опроса,"['Я все четыре года только из-за него не ходил...', 'Как же без главного пидора иканама?', 'id6045249Филипп Ульянкин, и что ты лайкнул мой комментарий?! Лучше посмотри, как ты позажимал бедных людей, что они голосуют против тусовок без тебя.', 'Все это было, чтобы заманить тебя, а ты не приходил', 'Интересно, что большинство девушек голосуют за вариант зажиматься с тобой, но большинство парней голосуют против тебя. Значит ли это, что парни не ходят на пьянки из-за высокой конкурентности с тобой?']"
2018-01-08 19:20:49,817,https://vk.com/wall-130344439_817,"Всем привет! Я держу у себя в руках весь эконом. Дело в том, что у меня на компьютере завалялись данные по тому кто из студентов эконома кому ставит лайки, кто на что подписан, у кого кто есть в друзьях и многое другое... Данные есть за последние два года. В этих данных есть много занимательных фактов. Я хотел бы поделиться ими с вами. Статистика собрана за 2 года. Факты о лайках Самый интересный пост 43 экономовских лайков принадлежит мне. Первые места по популярности фоток забрали себе пацаны. Самая горячая женская фотка оказалась у id135531105Даши. Воторая по залайканости женская фотка принадлежит id750115ЕВ. Обе фоточки можно найти под постом. Самое большое количество лайков, которое было поставлено одним человеком другому сорвала id382202404Вазифа. Она поставила id183066975Лейле на стену 344 лайка. Самое большое количество лайков под фотки поставила id40401167Таня. Целых 145 лайков. Поставила она их ... себе. Самое большое число лайков, которое поставил мужчина девушке принадлежит id32218565Лёше. Он поставил 94 лайка под фотки id6784768Кате. Самой главной социоблядью эконома стал я. Меня лайкают больше всего. Второе место по объёмам залайканости досалось id13314730Марине. На самом деле это только начало. Я занимаюсь этим рисёрчем с октября. Если под этим постом появится 30 лайков, будет второй пост с картинками.","['Ну ничего ж себе ещё бы добавить,что все 344 лайка поставлены под фото фк Барселоны', 'Факты о лайках и ещё 100 занятий,чтобы не готовиться к сессии. Автор - Филипп', '30 лайков и я скажу, кого лайкает твой парень', 'лайкайте быстрее, ублюдки! я хочу это узнать', 'Филлип, ну что за разоблачение', 'id40401167Татьяна, если честно, я в какой-то момент начал переживать, что ты наложишь на себя руки D', 'club130344439Иканам Стьюдентс Коммьюнити, ты довел эту мысль до реализации? ты понимаешь, что можешь неплохо заработать на ревнивых девушках?', 'А почему Таня не лайкнула свой коммент?', 'Руслан, я только фотки', 'id40401167Татьяна, вот не надо тут... На фотках 145 самолайков, а в сумме их у тебя около 160 00', 'id6045249Philip, это все от недостатка внимания. До сих пор удивляюсь, почему на каждой больше одного лайка. расчёт был на то, что мои будут единственными ...', 'id40401167Татьяна, до слез... Ребята, давайте поможем человеку, скиньтесь по лайку на авки! Эконом- место, где сбываются мечты.', 'id40401167Татьяна, Пролайкал. Сделал что мог. Надеюсь, ты стала чуточку счастливее. Есть молва, что если ходить на экономтусы и слать нахуй студактив, внимание среди нормальных ребят в разы увеличится....', 'id7560796Semyon, как это мило И как обычно не упускаешь шанс агитировать за студпассив', 'id40401167Татьяна, потому что студпассив в моем сердце. а ты на шаткую дорожку встала.', 'Тут отправили фото', 'id6784768Katerina, это так Лешу вызывают?', 'id150423338Руслан, конечно. позвонила в колокольчик, и все пролайкано', 'id6784768Katerina, удобно']"
2018-01-08 21:22:35,827,https://vk.com/wall-130344439_827,"Ееееее, 30 лайков DONE! Как вы уже поняли у меня есть большой гранд иканам рисёрч c большим количеством картинок, текста машинлернингом и интерактивными штуками, в которые можно тыкать. 3 Для начала ещё пара фактов. Курс Ахмеда - самый дружный. При этом id24043193Насте срочно нужно подружиться с id37057375Машей. При этом id60637740Дане срочно нужно подружиться с id179615914Сашей. Курс от этого дружнее не станет, но вам надо это сделать. Зачем? Узнаете, когда я выкачу полную версию рисёрча. Хотели картинок? Получайте партию Забыл в прошлом посте добавить, что лайки в последний раз собирались 30 декабря 2017 года с фоточек и стенок. Во всех топах вывожу по 30 человек. Все люди, которые никак не относятся к эконому выкинуты. Отображаются только экономовские лайки. 1. Рейтинг самолайков. Тут без комментариев... 2. Самые залайканые люди 3. Люди, которым больше всего ставил свои лайки id18236049Игорь Якубовский. И люди, от которых он больше всего лайков получил. Больше всего Игорь любит id386799133Dr Beerman. 4. К сожалению, любовь не всегда оказывается взаимной. id386799133Dr Beerman больше всего лайкает сам себя, а не Игоря. Постыдился бы! ПАРЕНЬ СТАРАЕТСЯ, ОТВЕТЬ ВЗАИМНОСТЬЮ! 5. Граф дружеских связей второго курса. Он здесь, потому что он красивый. 6. С помощью графов в сообществах можно искать самых авторитетных людей. Мои изыскания выдали такой рейтинг авторитетности для текущего 4 курса. id29581455Миша стал по нему самым авторитетным... Что за алгоритм и цифры узнаете в полной версии рисёрча. 7. Самые популярные на иканаме паблики по количеству подписчиков. 8. Люди, которые ставят больше всего лайков. 9. Update Особый, секретный алгоритм, детали которого я не буду раскрывать, показал, что id10592581Саша Тишин ещё тот пидор. Алгоритм прям так и вывел на экран Ещё тот пидор. Как показала статистика, я главный хайпожор. 30 лайков вы ставили слишком долго. Я даже успел заскучать. Дальше события будут развиваться следующим образом 1. Завтра я публикую ещё один пост. Больше всего он заинтересует первокурсников. 2. Я сдаю экзамен по макре. 3. Текущий пост набирает 70 лайков 4. Я выкатываю полную версию рисёрча. 5. Сервер, на котором лежит приложение, куда можно вбить любое имя и посмотреть, кто его лайкает с иканама и кого лайкает он, падает в первые 5 минут.","['Интересно, что граф только для второго курса, хочется поинтересоваться почему? Ответ прост. Филя стареет, а второкурсница каждый год второкурсница', 'Паблик 54682... внёс меня в чёрный список. Там плехановцы постили какое-то говно и я им решил про это сообщить в комментах. Именно поэтому этот паблик в чёрном списке у меня в рисёрче 3', 'И ладно, я сегодня добрый, солью кусок про то как работает PageRank.', 'Тут отправили фото', 'Твои информационные базы устарели, половина вершин графа второкурсников уже давно не имеет никакого отношения к эконому. Мог бы и спросить 3', 'id6045249Филипп, меня нет.', 'id87749968Александр, Тут находятся все, кто начиная с 2012 года поступил на эконом. Отчисление человека не означает его удаление из исследования.', 'id14212636Ярослав, есть, но в заднице D', 'id6045249Филипп, бебебе', 'id87749968Александр, но то, что граф был бы почище, согласен', 'id6045249Филипп, надо вносить в алгоритм авторитетности количество коментариев. Серый кардинал']"
2018-01-15 01:08:24,850,https://vk.com/wall-130344439_850,"Всем доброй ночи! В табличке ниже представлены прогнозы отчислений текущих первокурсников. Имена и точечные оценки вероятностей того, что человек сдаст две сессии. Я прогнозирую отчисление для всех, у кого вероятность ниже 0.4. Я ошибусь в 20 случаев. Модель оценивалась по данным с 2012 по 2015 годы. На наборе 2016 года проверялась работоспособность модели и выбирался порог. Во второй табличке вы можете посмотреть то насколько хорошо модель сработала на тестовых данных. В первой колонке имя второкурсника, во второй вероятность, с которой человек должен был бы закончить эконом, в третьей его реальное состояние. Третья картинка - качество модели. На 2016 году она нашла 9 человек, которых реально отчислили, 48 человек, которые остались. Двоих она неверно отчислила, 11 она неверно оставила. В конечном итоге, среди тех кого она отчислила, она верно отчислила 82. Среди тех, кого она оставила, она верна оставила 81. Обратите внимание, что модель обладает средней прогнозной силой мало данных. Поэтому она специфицирована так, чтобы находить низы рейтинга. Она пытается отчислить мало людей 45 из тех, кого реально отчислили, но c более-менее высокой точностью. У 2016 года в топе есть люди, которые не закончили эконом. Если вы увидели у себя низкую вероятность, самое время начать ботать. Если вы увидели у себя высокую вероятность, тоже нелохо бы начать ботать. Плохо будет, если вы испортите моей модели качество своим раздолбайством 3 Следующий мой пост будет содержать полный текст рисёрча","['и тебе доброй ночи, Филя', 'это все очень классно!', 'На примере соломоника видно что модель работает идеально', 'Особенно сильно я ору с того, что id54719182Михаил Соломоник топ-1 D Никто так сильно не ошибался, как модель в этом случае', 'id50471454Максим, опередил меня на секунду 3 Смотреть надо на нижних ребят', 'id6045249Philip, Коннова 0.0 кст', 'Тут целевая переменная 1 - закончил первый курс', 'id6045249Philip, понял извиняюсь', 'id6045249Филипп, где 3 курc??', 'id6045249Филипп, мой прогноз по Соломонику в мемасиках оказался точнее', 'id73614108Ахмед, С третьего курса за 5 лет ушло 10 человек и 118 остались. Я на первом курсе могу прогнозировать только низы рейтинга, в топе оказываются левые люди. У меня на каждый коэфициент в районе 3 наблюдений и из-за этого делать отбор переменных оч сложно. На 3 курсе модель будет тупо говорить, что всех оставляем...', 'id73614108Ахмед, ты тупой? А на ком модель обучаться будет?!', 'id6045249Филипп, я про наш курс,когда он был на 1 курсе.', 'id37280099Илья, я про наш курс,когда он был на 1 курсе.', 'id6045249Филипп, ахахаххахаха', 'id73614108Ахмед, так модель видела что происходит на твоём курсе, нафига у неё про это спрашивать? Про 2 курс спросить можно, так как она его не видела и низ норм нашла, но при этом конкретно обосралась на топе. На первом курсе она, скорее всего аналогично нормально нашла низ и как мне сказали уже три человека прям конкретно обосралась на топе D', 'Короче, ставлю на каждого из тех у кого вероятность меньше 0.4 по 200 рублей. Кто примет разом все 12 ставок?', 'id73614108Ахмед, ну, о том и речь', 'Че за тупо цифры На завод бы лучше шли работать', 'id6045249Филипп, принимаю вызов, перваки не подведите!', 'id6045249Филипп, можно взять в выборку не нас а 2016 год и посмотреть нас', 'id73614108Ахмед, да какой смысл? Для вас уже неактуально вы почти на четвёртом уже. Все кому надо было, вылетели. Почти. Наверное.', 'То самое чувство когда модель конкретно обосралась на топе', 'спасибо, Филипп, что не отчислил, я прямо на грани', 'Филипп умеет обоснованно мотивировать', 'Наугад цифры ставили,инфа сотка', 'Описание очень херовое, призраки нужны и почему данные за эти года именно?', 'id17296672Владимир, выигравший поит победителя на выигранную сумму в бирмане в октябре 3', 'id8176408Сергей, всему своё время', 'Samir, го пари на последние 12 человек как с Володей', 'Тут отправили фото', 'id6045249Филипп, я уже понял схему,так что нет', 'Ставлю кэс, что 65-й не вылетит', 'Меняй первую пикчу, свалила с третьего места', 'id55623441Bulat, принимаю, запомните этот коммент. Он мне как раз кэс торчит', 'Блин, у людей первая сессия. Они и так переживают. Зачем масло в огонь подливать?? Офигенно строить модели, когда ты сам один из топчиков. Но неплохо было бы подумать, что не всем приятно себя видеть с коэффициентом а-ля на грани отчисления. Тем более выкладывать в общую группу для всех...', 'Не правильное название модели, если модель на отчисление, то вероятность отчисления 1-рассчитанная вероятность. Для отчисляемого прогноз должен быть близок к 1, а не к 0. И пора организовывать тотализатор . За договорняками можно и ко мне зайти', 'id24043193Anastasia, тоже так считаю, и вообще Филиппа надо заставить на камеру извиняться...', 'id50471454Максим, я готов отвесить пару лещей', 'id17296672Владимир, ставлю 2 к, что Богданов вылетит', 'id219243643Дарья, ты зачем так с Богданом?', 'id141699203Ира, заслужил', 'Интересно, какая оптимальная стратегия для id6045249Philip Ulyankinа. Зажимать первачек, которых отчислят или наоборот найти постоянную жертву? Может создать опрос?', 'id10592581Александр, говорить, что если будут зажиматься- не отчислят.', 'Надо эксперимент ставить с большими данными и случайной выборкой', 'id6045249Philip, все в твоих руках и в углу блумберга', 'id10592581Александр, это неэтично, а я вчера весь день качал этот скилл, помогая бабушкам', 'А какие экзогенные переменные? Полагаю что коэффициент при бинарной переменной поехал на посвят значим', 'Готов на Шаркова поставить 5к что не слетит. Кто готов принять?']"
2018-01-15 07:55:38,889,https://vk.com/wall-130344439_889,Пост состоит из фото,"['В голос', 'Ахах ах а ха ахах топ просто', 'Готов продать имена создателей мема тем, кого обидело это ужасно неэтичное исследование мерзкого Филиппа. Возможен торг и оплата едой.', 'id37280099Ilya, поддерживаю, очень неэтично']"
2018-01-15 20:01:14,900,https://vk.com/wall-130344439_900,Важный социологический опрос,"['очевидно', 'Если будет разметка, можно проверить 3', 'Курит точно нет', 'И пьёт точно нет', 'id49853608Александр, не факт', 'id18236049Igor, ну хз, я почти не пил, вроде все норм', 'id49853608Александр, ты выброс', 'id18236049Igor, уверен, что на каждом курсе такие есть. Обращение Если ты это читаешь, учишься на иканаме и не пьешь, то не факт, что тебя отчислят!', 'На самом деле немного странно связывать вредные привычки с успешностью человека. Тут скорее наоборот связь направлена ты много работаешь, у тебя много стресса, стресс надо снимать, ты начинаешь куритьпить. Ну или не начинаешь. А сам по себе тезис умные больше пьют находится на уровне не сидел значит не русский', 'id6045249Филипп, ауе, братуха']"
2018-01-18 21:44:40,918,https://vk.com/wall-130344439_918,"Всем привет! Тут Сбербанк открыл набор на любопытную стажировку, налетайте","['По обычным стажёрским позициям платят 35к, по этим 40к. То самое чувство, когда Греф повышает ставки и играет по крупному 3']"
2018-01-19 01:35:59,924,https://vk.com/wall-130344439_924,Downshifting российской экономики,"['АХАХХАХАХАХАХЗХАЗХА', 'id29581455Михаил, а что смешного? Человек мог элементарно шею сломать так...', 'id90380460Алексей, такой ты дурок']"
2018-01-22 01:44:26,930,https://vk.com/wall-130344439_930,КотЭОСКотэос,"['жестокое обращение с животными', 'Живодерки из РАНХиГС', 'Жестокое, это когда так']"
2018-01-24 21:53:21,934,https://vk.com/wall-130344439_934,Стажировка в РУСАЛ,"['Лоол, мир тесен Я как раз щас на проекте русала и тут в группе такое Бдыщ', 'id12840592Igor, стажируешься?', 'Как то странно, что сайт стажировки сделан на бесплатном хостинге tilda.ws Неужели у них не хватило денег на собственный домен??', 'id10592581Alexander, а зачем тратить лишние деньги - показывают, что рационально используют ресурсы']"
2018-01-27 23:27:04,939,https://vk.com/wall-130344439_939,Продолжать постить разные стажировки и вакансии?,['К посту комментариев нет']
2018-01-28 16:12:11,940,https://vk.com/wall-130344439_940,"Всем привет. Есть предложение завтра вечером посетить в папасе акцию 4 по цене 1 в честь окончания сессии. адрес папас плэйс, Лубянка время с 1900","['А id6045249Филипп Ульянкин будет?', 'Параллельно запустим две вечеринки и на одну из них специально не будем его пускать, чтобы он не смог никого дискриминировать.', 'id37280099Илья, график зажиманий у него уже расписан']"
2018-01-29 00:00:00,для статьи используем ссылку на пост,https://vk.com/@ikanam-otvety-na-voprosy,"Ответы на вопросы Что делать сейчас мне, первокурснику, чтобы после выпуска не было проблем с трудоустройством? Как понять, чем заниматься? На самом деле это относится не только к первокурсникам-цам, но и к тем, кто не особо занимался вопросами своего профессионального будущего. Идеального ответа на эти вопросы нет, но есть рекомендации, которые позволят каждому найти что-то свое - Учись как можно больше. Это касается как пар, так и дополнительного чтения, посещения тренингов, соревнований, конференций и тд. Это позволит тебе составить максимально полную и объективную картину того, что происходит вокруг. Со временем ты начнешь понимать, какие предметы вызывают у тебя искру в глазах, в чем бы ты хотел углубляться, а от чего держаться подальше. Тут стоит упомянуть, что в разные периоды будет мода на что-то конкретное, но если твои интересы там не лежат, то ничего страшного, just keep going. Учи английский. Вне зависимости от твоих будущих интересов, тебе потребуется свободно владеть английским это минимум upper-intermediate, в идеале выше. Чем раньше ты достигнешь этого уровня, тем легче тебе будет дышать в профессиональном мире. - Попробуй устроиться на стажировкустать волонтером в том, что тебе нравится. Это поможет тебе развеять некоторые мифы о твоих карьерных планах и приобрести важный опыт, который повысит твои шансы устроиться на работу мечты. - Чтобы прочувствовать необходимость выполнения прошлого пункта, попробуй составить свое резюме - то, по чему тебя будет оценивать будущий работодатель. Нашел-ла, что написать? - Постарайся общаться как можно большим количеством людей вокруг тебя, будь то однокурсники, преподаватели, коллеги по работе и тд. Никогда не стоит недооценивать силу нетворкинга! - Будь в курсе событий, которые происходят в мире. Для этого важно читать авторитетные издания Ведомости, РБК, Bloomberg Business Week, Project Syndicate и тд. Если выполнишь все эти пункты, то уже к сентябрю нового учебного года вероятность твоего трудоустройства значительно повысится, а понимание карьерного будущего станет яснее. Удачи! Привет, ребят! Есть у кого-нибудь опыт общения с Большой тройкой консалтинг? Было бы безумно интересно послушать Насколько нам известно нет, но кое-кто планирует подаваться весной, так что можешь написать вот этому парню. C чего начать, если хочешь изучить R с нуля, но годно? Нормально структурировано начать знакомиться с синтаксисом можно, например, вот тут. Дальше имеет смысл развиваться в зависимости от тех задач, которые тебе хотелось бы уметь решать. Скорее всего, это будет что-то связанное со статистикой и финансами. По этой тематике можно посмотреть - материалы из репозитория Демешева - курсы на курсере Ясное дело, что имеет смысл смотреть только бесплатные курсы. Обычно все видео-уроки и тексты домашек находятся в открытом доступе, а доплачивать нужно только за их проверку, которая является излишеством. А вообще, как только у тебя в голове осядет основной синтаксис, просто бери и сам придумывай для себя задачи, которые ты хотел бы закодить. Решение подобных задач позволит тебе лучше прочувствовать язык. Гугление проблем, которые будут у тебя возникать в ходе решения задач, позволит тебе прокачаться намного круче и быстрее, чем просмотр скучных лекций. Лови пару идей Скачай цены на авиабилеты и попробуй проанализировать с помощью каких-нибудь графов как ты можешь сэкономить на перелётах. Если времени на реализацию подобных безумных идей мало, то сделай своё изучение R полезным для основной учёбы. Например, запрогай какие-нибудь алгоритмы из методов оптимизации и нарисуй к ним картинки. Или запили ультракрутую картинку для модели Солоу или другой какой-то модели из макры, меняй значения параметров и смотри что происходит. P.S. Возможно, что в ближайшее время факультет купить подписку на Datacamp. Этот сервис в принципе специализируется на R и Python и там можно найти курсы для этих двух языков на любой вкус. Бесплатно, обычно, доступны только первые главы. Что такое безопасность? Безопасность это отсутствие угрожаемой опасности. Когда киллер? На самом деле хороший вопрос. В прошлом году мы всем отделением играли в киллера. Игра длилась около трёх месяцев, но при этом спустя первые несколько недель быстро стухла. Есть идея провести игру в весеннем семестре ещё разок, но с немного модернизированными правилами. Хотелось бы разбить всех участников игры на несколько кланов, которые будут друг-друга месить. Правда нужно нормально продумать правила игры. Если кто-то хочет принять в этом участие, напишите об этом вот этому парню.",['К посту комментариев нет']
