document_id,chunk_id,title,chunk_text,source,comment
1790,3,Post 1790 (2018-10-07 17:01:29),". Негоже терпеть её в одиночку, когда рядом столько родных людей.",https://vk.com/wall-130344439_1790,пост
1790,0,Post 1790 (2018-10-07 17:01:29),"Сомневаюсь по поводу 365 дней. Это число не делится нацело на 7., id1598589Антон, а вы знаете как ранить душу, День посвята364 дня до посвята",https://vk.com/wall-130344439_1790,комментарий
1795,0,Post 1795 (2018-10-08 13:00:29),Пусть эта прекрасная мелодия греет ваши сердца в ожидании следующего посвята,https://vk.com/wall-130344439_1795,пост
1798,0,Post 1798 (2018-10-08 23:26:36),2 года назад на иканаме сделали игру Киллер. Это было весело и круто. Мы хотим запустить эту игру вновь. - Суть игры заключается в охоте за жертвой. Каждый участник является одновременно и охотником и жертвой. - Игра начинается для всех одновременно! Вы получаете досье на свою жертву. В каждом досье находится фотография жертвы и краткое описание её привычек,https://vk.com/wall-130344439_1798,пост
1798,1,Post 1798 (2018-10-08 23:26:36),". Эта информация может помочь вам как охотнику выследить жертву. - В то же самое время кто-то получает ваше досье и начинает охоту на вас. - Жертва считается убитой, если охотник выстрелил в неё из пальца, находясь в закрытом помещении один на один, или на улице, где в радиусе 20 метров никого нет. - Нельзя убивать при свидетелях - будь то участник игры или просто посторонний человек",https://vk.com/wall-130344439_1798,пост
1798,2,Post 1798 (2018-10-08 23:26:36),". Все нюансы и тонкости игры будут опубликованы позже, а сейчас регистрируемся по ссылке ниже. Регистрация открыта до 13 октября включительно. По всем вопросам писать id73614108Ахмеду .",https://vk.com/wall-130344439_1798,пост
1798,0,Post 1798 (2018-10-08 23:26:36),", По крайней мере Ахмед не убьет всех в этом году, id219243643Дарья, я тоже играю, Тут отправили фото",https://vk.com/wall-130344439_1798,комментарий
1807,0,Post 1807 (2018-10-09 15:03:34),"я только начала обрабатывать фотографии, но уже знаю, какая из них лучшая",https://vk.com/wall-130344439_1807,пост
1807,0,Post 1807 (2018-10-09 15:03:34),"Как же этот парень хорош, id6045249Филипп, прошу заметить, что на нем только один носок, Хорошо, что в этот момент на мне ещё вся одежда была00, Знаю этого парня он реально хорош, Сколько счастья на его лице он очень хорош, Говорят его в последний раз видели живым на посвяте, id219243643Дарья, я видел, где с утра был второй, id3768264Alexander, боюсь представить",https://vk.com/wall-130344439_1807,комментарий
1817,0,Post 1817 (2018-10-09 23:17:04),смотрите фотографии и плачьте ведь этот день прошел,https://vk.com/wall-130344439_1817,пост
1817,0,Post 1817 (2018-10-09 23:17:04),"разрыдался как дитя, пока смотрел, id6045249Филипп, но как ты хорош, а кааак хорооош",https://vk.com/wall-130344439_1817,комментарий
1817,1,Post 1817 (2018-10-09 23:17:04),"!, У меня был план и я его придерживался, id6045249Филипп, но не смог до конца выполнить, id115122789Кирилл, что я не сделал",https://vk.com/wall-130344439_1817,комментарий
1817,2,Post 1817 (2018-10-09 23:17:04),"?, id6045249Филипп, забыл протрезветь, id6045249Филипп, протрезветь на 12, Даша, ты лучшая, Кто-нибудь, пожалуйста, промотайте время на год вперед до следующего посвята, уже сил нет ждать, id115122789Кирилл Воронков id219243643Дарья Сакович такого не было в моём плане, ps",https://vk.com/wall-130344439_1817,комментарий
1817,3,Post 1817 (2018-10-09 23:17:04),". Филя, с течением посвята ты становился все хорошее и хорошее, хотя когда я приехал ты был уже хорош!, Разве?, id115122789Кирилл, вызов принят, в моих планах больше не будет этого пункта, id6045249Филипп, снова доказал насколько ты хорош, Я жду мемчик с тем насколько Филлип хорош",https://vk.com/wall-130344439_1817,комментарий
1817,4,Post 1817 (2018-10-09 23:17:04),"!, Только без банальщины плиз, если мем то орный, id17296672Владимир, есть идея с арендой склепа с криокапсулами, для того, чтобы мучительно текущее время не разъедало сердечко",https://vk.com/wall-130344439_1817,комментарий
1817,5,Post 1817 (2018-10-09 23:17:04),"., ДА ЭТО ЖЕСТКО, illuminati confirmed, А неделю назад в это время мы были очень хороши.",https://vk.com/wall-130344439_1817,комментарий
1841,0,Post 1841 (2018-10-13 16:18:47),РЕГИСТРАЦИЯ на киллера продлевается до конца понедельника.Ниже прикрепил правила игры3,https://vk.com/wall-130344439_1841,пост
1849,0,Post 1849 (2018-10-15 11:49:19),"По поводу того, почему группа стала закрытой Не так давно мы запилили два чата Знатоки иканама. Ссылки на вступление в них можно найти в информации о сообществе во вкладке Полезные ссылки и заметки. Там же правила поведения в этих гитлер-чатах. Проблема в том, что боты в очень большом количестве скролят контакт на такие ссылки и вступают во все чаты подряд",https://vk.com/wall-130344439_1849,пост
1849,1,Post 1849 (2018-10-15 11:49:19),". За последние две недели в беседу вступило пять ботов, один из них даже успел кое-чего порекламировать. В итоге у всех норм подгорели пуканы. Ссылку на диалог удалять не оч хочется. Хорошо, когда он общедоступный. И мы чёт подумали, что все, кто хотел вступить в группу, вступили, и до нового набора группу можно сделать закрытой. От тех, кто тупанул и не вступил просто будем принимать заявки",https://vk.com/wall-130344439_1849,пост
1854,0,Post 1854 (2018-10-16 11:53:10),Открылась регистрация на большой митап по анализу данных от сбера. Много халявной еды и интересные спикеры гарантированы.,https://vk.com/wall-130344439_1854,пост
1855,0,Post 1855 (2018-10-16 21:10:12),"Коллеги, привет. Есть вакансии в ЦБ, публикую по просьбе Надежды Викторовны Шиловой. А она, в свою очередь, ищет по просьбе своей знакомой Дублирую её письмо Я ищу одного человека в свой отдел анализ международных практик, а также коллеги в департаменте международного сотрудничества и департаменте страхования ищут. Везде международка",https://vk.com/wall-130344439_1855,пост
1855,1,Post 1855 (2018-10-16 21:10:12),". Везде международка. Лучше бы конечно хоть с каким-то опытом работы, а не со школьной скамьи. Если есть кандидаты, буду очень признательна. Спасибо! Резюме можно отправлять ей напрямую, на почту nadezhda.v.shilovagmail.com",https://vk.com/wall-130344439_1855,пост
1857,0,Post 1857 (2018-10-16 23:06:34),"Регистрация на киллера закрыта! Конверты будут раздаваться в четверг и пятницу. Раздавать будет id73614108Ахмед, id100414790Рита и id50471454Максик. Старт игры запланирован на понедельник. До понедельника убивать нелья! Также было принято решение, что нельзя проливать кровь в Блумберге, так как это священное место, и боги эканама такого не простят.",https://vk.com/wall-130344439_1857,пост
1860,0,Post 1860 (2018-10-17 21:21:43),"Эй, студент! Хочешь выиграть денег? Проблемы с азино? Зарабатывай на науке! В вышке можно принять участие в экспериментах, основанных на теории игр. За одну сессию при удачном раскладе можно снять куш от 500 до 1000 рублей. Обычно эксперименты интересные и направлены на выявление того как именно взаимодействуют между собой люди. Иногда надо делить бюджеты, иногда строить мост и тп",https://vk.com/wall-130344439_1860,пост
1860,1,Post 1860 (2018-10-17 21:21:43),". За каждое действие вы выигрываете деньги, которые в конце вам выплачивают наличкой. Хотя бы разок рекомендую сгонять. id87749968Саша гарантирует, что прикольно.",https://vk.com/wall-130344439_1860,пост
1862,0,Post 1862 (2018-10-20 14:05:03),"Если кому интересна подработка на удаленке в свободное время, ты хорошо шаришь метрику кросс-секции, временные ряды, и учишься на 4 курсе или в маге, готов поработать над разными задачами с реальными бизнес-данными компании, напиши мне в лс.",https://vk.com/wall-130344439_1862,пост
1865,0,Post 1865 (2018-10-21 17:45:17),"Итак, с завтрашнего дня начинаем играть в киллера. После убийства жертвы, нужно зарегистрировать убийство по ссылке ниже3 Всем удачной охоты!",https://vk.com/wall-130344439_1865,пост
1866,0,Post 1866 (2018-10-29 17:11:00),"С помощью нее легко поступить в Вышку, проверено, Даже если не собираетесь туда, отличный запасной вариант",https://vk.com/wall-130344439_1866,комментарий
1869,0,Post 1869 (2018-11-02 17:17:46),"Всем привет, в маркетинговую компанию, в которой я на данный момент работаю, требуются аналитикидата саентисты. Опыт работы не важен хоть и в формальном описании указано обратное, но нужны знания статистики, метрики и машинки, а так же желание всем этим заниматься",https://vk.com/wall-130344439_1869,пост
1869,1,Post 1869 (2018-11-02 17:17:46),". Текущие задачи - Прогнозирование трафика как классические ARIMA, VAR, GARCH, так и более экзотические модели - Кластерный анализ аудиторий если нет опыта - научат - ABn тестирование - Скоп небольших ML задачек на тех или иных маркетинговых данных примерно как в этом вот соревновании - - Поощряется участие в Kaggle и иных соревнованиях, пока это не мешает основным рабочим задачам",https://vk.com/wall-130344439_1869,пост
1869,2,Post 1869 (2018-11-02 17:17:46),". В перспективе - Проекты связанные с Computer Vision - Оптимизация маркетинговых бюджетов все это ваше линейное программирование и иже с ним. Стэк технологий - PythonR - ExcelPowerPoint - При желании все эти BI приблуды, типа Tableu, PowerBI и т.д. Вилка от 60к на руки при работе 30 часов в неделю до 80к График работы формально с 10 до 19, но по факту устраивает и с 11 до 18",https://vk.com/wall-130344439_1869,пост
1869,3,Post 1869 (2018-11-02 17:17:46),". Плюшки - Гибкий график работы - Кофе, соки, печенье и конфеты в офисе - Пиццароллы по пятницам - ДМС - Рабочий ноутбук - Оплата посещения релевантных конференций, в том числе и зарубежных. Территориально компания находится в 5 мин от м.Трубнаям.Кузнецкий мост. В аттаче формальное описание вакансии с hh.ru Если заинтересует, пишите мне или на почту Aleksandr.Sheveykoannalect.omd.ru",https://vk.com/wall-130344439_1869,пост
1881,0,Post 1881 (2018-11-06 10:16:57),"Ребята, есть непыльная вакансия в ЦБ для тех, кто хочет почувствовать себя важным и начать лицензировать банки Про вакансию Декретная ставка, открывается с 3.12. Главный эксперт, оклад 70-76к",https://vk.com/wall-130344439_1881,пост
1881,1,Post 1881 (2018-11-06 10:16:57),". Говорят, если понравится, потом могут на постоянную перевести Должностные обязанности выдача согласий на приобретение более 10 в уставном капитале КО, оценка финансового положения и деловой репутации по положениям цб, но понимание основ фин анализа и опыт в этой области приветствуется",https://vk.com/wall-130344439_1881,пост
1881,2,Post 1881 (2018-11-06 10:16:57),", выдача разрешений на учреждение приобретение дочерних организаций за рубежом Предписания за несогласованное приобретение более 10 в уставном капитале КО и установление контроля Знание МСФО 10 про консолидированную отчетность приветствуется Опционально можем структуру собственности КО смотреть По всем вопросам обращаться к Чухрову Никите",https://vk.com/wall-130344439_1881,пост
1881,0,Post 1881 (2018-11-06 10:16:57),"для тех, кто хочет почувствовать себя важным знание МСФО приветствуется",https://vk.com/wall-130344439_1881,комментарий
1884,0,Post 1884 (2018-11-08 14:15:39),"Всем привет! Завтра в 1800 в холле пятого этажа пятого корпуса планируется провести встречу, на которой будут обсуждаться инициативы по тому, как можно улучшить жизнь на нашей образовательной программе. Спектр тем любой, от учебного процесса до внеучебной деятельности. Если у вас есть идеи или вы просто хотите поучаствовать в обсуждении будущего нашей программы, то милости просим",https://vk.com/wall-130344439_1884,пост
1884,1,Post 1884 (2018-11-08 14:15:39),". В идеале от каждого курса хотелось бы видеть по 2-3 человека, но можно больше. Прошу отнестись серьезно.",https://vk.com/wall-130344439_1884,пост
1884,0,Post 1884 (2018-11-08 14:15:39),"Даешь больше боталок, Вова красава, остальные лохи",https://vk.com/wall-130344439_1884,комментарий
1890,0,Post 1890 (2018-11-20 20:21:15),"В группе давно не было никакого клёвого контента. Меня это гнетёт. Хотите запилим какой-нибудь внеочередной гайд в стиле Я пришёл домой после 5 пар макры и не знаю чего бы ещё поботать такого, что расширит мой кругозор? Но только чур го его редактировать совместными усилиями.",https://vk.com/wall-130344439_1890,пост
1890,0,Post 1890 (2018-11-20 20:21:15),"В смысле, какое свободное время? какой кругозор? Капустник сам к себе не подготовится., Давайте лучше соберём идеи на КВН? Пишите в комментарии",https://vk.com/wall-130344439_1890,комментарий
1900,0,Post 1900 (2018-11-26 18:10:30),"Если кто забыл зарядку в блумберге от какого-то асуса, она в нижнем ящике.",https://vk.com/wall-130344439_1900,пост
1901,0,Post 1901 (2018-11-27 08:23:53),"на посвяте за углом слышны тихие рыдания id6045249Филя дал мне кучу наклеек, а я о них благополучно забыла. если ты рил топ иканамовец, а твой ноутбук пустует и грустит без наклейки студпассив, ищи id219243643меня. наклеек оооочень много",https://vk.com/wall-130344439_1901,пост
1901,0,Post 1901 (2018-11-27 08:23:53),"Тут отправили фото, Я бы на твоём месте сбросил их в Блумберге и заставил всех ходить туда 3, Может студактив как вампиры, не могут войти без приглашения",https://vk.com/wall-130344439_1901,комментарий
1907,0,Post 1907 (2018-11-29 09:00:31),"Отличная вакансия, топовая команда. Если хочешь быть в авангарде цифровой трансформаци - тебе сюда",https://vk.com/wall-130344439_1907,пост
1915,0,Post 1915 (2018-12-01 14:40:24),"Я знаю, что ты давно этого ждал. Да-да, это объявление о регистрации на Тайного Санту 20182019! Если ты играешь впервые, расскажу тебе немного о правилах Тайный Санта, по сути, - это тайный обмен подарками. Сначала ты регистрируешься в анкете и подробно описываешь свои хобби ведь ты хочешь, чтобы подарок тебе понравился",https://vk.com/wall-130344439_1915,пост
1915,1,Post 1915 (2018-12-01 14:40:24),". А Ленивый Санта присвоит тебе секретное имя но ты его узнаешь только в день вручения подарков. 10 декабря каждому участнику придет сообщение-конверт с анкетой другого участника. То есть ты получишь описание того, кому ты будешь собирать новогодний подарок. Вместе с анкетой ты узнаешь и его секретное имя",https://vk.com/wall-130344439_1915,пост
1915,2,Post 1915 (2018-12-01 14:40:24),. Вместе с анкетой ты узнаешь и его секретное имя. Только никому его не называй! 24 декабря на 5 этаже 5 корпуса с 1400 до 1800 каждого из участников будет ждать его подарок! Скорее заполняй анкету по ссылке Регистрация закроется уже 8 декабря в 2359! По всем вопросам обращайся к id219243643Даше.,https://vk.com/wall-130344439_1915,пост
1918,0,Post 1918 (2018-12-07 14:52:53),"Всем привет! У ЭМИТ РАНХиГС появилось свое приложение на Android и iOS. Сейчас тестируем и собираем фидбек от студентов, чтобы устранить неточности и понять, что нужно еще добавить. Буду рад любому фидбеку. Можно в комментарии или в лс. iOS - эмит-ранхигсid1445429713?mt8 Android - PS На старых версиях прошивок могут быть баги, например, на iOS, если версия ниже 11. Все вопросы к id200370309Паше.",https://vk.com/wall-130344439_1918,пост
1923,0,Post 1923 (2018-12-08 14:20:00),"Сегодня в 2359 закончится регистрация на Тайного Санту! Если ты все еще думаешь, участвовать тебе или нет, то скорее регистрируйся по ссылке в посте и участвуй vk.comwall-130344439_1915!",https://vk.com/wall-130344439_1923,пост
1927,0,Post 1927 (2018-12-17 21:12:15),"Новый год - пора веселья, время когда можно забыть о предстоящей сессии и расслабиться в кругу друзей, но пока до него еще далеко, а отдохнуть хочется уже сейчас, и что бы с честью встретить последнюю неделю учебы, мы предлагаем тебе отправиться с нами встретить предстоящие праздники УЖЕ В ЭТУ ПЯТНИЦУ!",https://vk.com/wall-130344439_1927,пост
1927,1,Post 1927 (2018-12-17 21:12:15),"! Да-да это то о чем все уже давно мечтали, шептались по углам академии, тайно переписывались об этом в секретном чатике телеграмма, да-да это ОНА та самая и всеми любимая ВСЕОБЩАЯ ТУСА ЭКОНОМА! Голосуй внизу что бы мы точно знали что ты придешь и смогли заказать самый лучший столик!",https://vk.com/wall-130344439_1927,пост
1927,2,Post 1927 (2018-12-17 21:12:15),"! В ближайшие дни сообщим о точном времени и месте проведения, пожалуй самого легендарного предновогоднего приключения!",https://vk.com/wall-130344439_1927,пост
1927,0,Post 1927 (2018-12-17 21:12:15),"до слез., Го в среду на следующей неделе?, Бля, придётся придумать, как совместить 2 пьянки в 1 вечер. Эти сложности.",https://vk.com/wall-130344439_1927,комментарий
1947,0,Post 1947 (2018-12-18 21:22:37),"12 мая 1846 года родился известный дворянин, пивовар, меценат, основатель Жигулевского пивоваренного завода в Самаре -Альфред Йозеф Мария фон Вакано. и вот спустя 172 года, его имя нашло свое отражение в замечательном баре в котором состоится ЛЕГЕНДАРНАЯ ВСЕОБЩАЯ ТУСА ЭКОНОМА! по адресу ул.Вавилова д",https://vk.com/wall-130344439_1947,пост
1947,1,Post 1947 (2018-12-18 21:22:37),".Вавилова д.46 10 минут от станции Академическая располагается замечательный пивной бар Фон Вакано, где мы ждем тебя в ближайшую ПЯТНИЦУ в 1900",https://vk.com/wall-130344439_1947,пост
1947,2,Post 1947 (2018-12-18 21:22:37),". В баре приятные невысокие цены на еду и пиво, но главное, мы, воспользовавшись всем своим обаянием, договорились о том, что бы нам выделили целый зал, где мы сможем сами включать себе музыку, поиграть на гитаре и спеть гимн иканама!!",https://vk.com/wall-130344439_1947,пост
1947,3,Post 1947 (2018-12-18 21:22:37),"! Но это еще не все, так как в баре отсутствует крепкий алкоголь, нам разрешили взять его самим и даже не платить пошлину, НО ОБЯЗАТЕЛЬНО ПРИНЕСТИ ЧЕКИ НА НАШ АЛКОГОЛЬ ЧТО БЫ У ЗАВЕДЕНИЯ НЕ БЫЛО ПРОБЛЕМ, поэтому если ты планируешь после пары пинт пива, переключиться на что-то покрепче, или хочешь намутить себе изысканный коктейль",https://vk.com/wall-130344439_1947,пост
1947,4,Post 1947 (2018-12-18 21:22:37),", или хочешь намутить себе изысканный коктейль, найди друзей или самостоятельно зайди в магазин и купи все необходимое только крепыш или ингредиенты под коктейли, еду и пиво покупаем в баре",https://vk.com/wall-130344439_1947,пост
1947,5,Post 1947 (2018-12-18 21:22:37),". Итак Пятница 21 декабря в 1900 ждем тебя в одном из самых атмосферных баров столицы,не забывай про чеки на принесенный алкоголь! Ждем тебя!",https://vk.com/wall-130344439_1947,пост
1949,0,Post 1949 (2018-12-19 23:11:19),"Тут возник вопрос, что делать, если не можешь принестизабрать свой подарок в Тайном Санте в понедельник 24 числа. Ленивый Санта, конечно, очень расстроится, но вам нужно будет в пятницу 21 числа передать подарок id219243643мне, а вторник 25 декабря забрать свою новогоднюю радость",https://vk.com/wall-130344439_1949,пост
1949,1,Post 1949 (2018-12-19 23:11:19),". Обо всем круговороте подарков в природе прошу сообщать заранее, чтобы ничего нигде не потерялось, и каждый получил кусочек волшебства! всем добра",https://vk.com/wall-130344439_1949,пост
1955,0,Post 1955 (2018-12-22 14:56:14),"Спасибо всем кто приехал вчера, это была отличная туса! Однако, как это периодически бывает, пора собрать деньги за бар, так как пока мы находимся в приличном минусе, деньги можно перевести id17296672вот этому парню на карту 4276 3800 8549 8991 привязана к номеру телефона - 89160757133",https://vk.com/wall-130344439_1955,пост
1956,0,Post 1956 (2018-12-23 10:57:33),"Ребята,.во время тусы обнаружена пропажа черно-белого шарфа. Поэтому если кто-то после пьянки обнаружил у себя такой шарф, и вы точно знаете, что он не ваш, отпишите, пожалуйста, а то потерявшей будет холодно зимой.",https://vk.com/wall-130344439_1956,пост
1961,0,Post 1961 (2018-12-24 16:10:07),"Напоминаю правила Тайного Санты подарки, которые не забрали после 1800, автоматически переходят в id219243643мои ручки. Спешите забрать подарки!",https://vk.com/wall-130344439_1961,пост
1968,0,Post 1968 (2018-12-29 23:53:40),"Друзья, к сожалению, пока не все перевели за барчик, в котором мы так душевно потусили на прошллой неделe, и мы пока еще находимся в значительном минусе, поэтому, кто по тем или иным причинам все еще не перевел или забыл, напоминаем, что перевести можно id17296672этому парню, тел. 89160757133 сбер.",https://vk.com/wall-130344439_1968,пост
1970,0,Post 1970 (2019-01-12 15:09:20),"Если кому-то скучно и хочется немного дата-саенса, стартовала вторая итерация международной такой же международной как универсиада по эконометрике олимпиады от вышки.",https://vk.com/wall-130344439_1970,пост
1971,0,Post 1971 (2019-01-14 14:21:20),"Кстати говоря, по поводу резюме. Многие из вас часто ноют, что они у вас очень пустые. Нет никаких регалий и тп. Гайдарка - это отличный способ заполнить в резюме графу Professional Development. Строка из скрина выглядит довольно солидно. Резюме не кажется пустым, а вы кажетесь клёвым и активным",https://vk.com/wall-130344439_1971,пост
1971,1,Post 1971 (2019-01-14 14:21:20),. При этом на выступления на круглом столе почему-то в последние два года был довольно низкий спрос со стороны студентоты. Нормальное CV больше никому не нужно?,https://vk.com/wall-130344439_1971,пост
1972,0,Post 1972 (2019-01-15 17:47:09),"А ходил кто в итоге? Если да, расширьте материалы плиз, А я сам нашёл 3",https://vk.com/wall-130344439_1972,комментарий
1974,0,Post 1974 (2019-01-17 13:39:55),Очередной запуск открытого курса по ML от ODS Очередной шанс не забить на его прохождение.,https://vk.com/wall-130344439_1974,пост
1976,0,Post 1976 (2019-01-18 23:11:24),"Кстати, снова началась олимпиада на магистерские программы вышки. На эконом выиграть её изи. Если вы боитесь армии и вам нужен запасной вариант, то можно подстраховаться вышкой. Я уверен, что некоторый из группы пишут её. Плиз, если вы делаете что-то интересное, и вам кажется, что других это заинтересует, делайте репосты этих штук в группу",https://vk.com/wall-130344439_1976,пост
1976,1,Post 1976 (2019-01-18 23:11:24),". Если вы сгоняли на крутую зимнюю школу, напишите как в неё попасть и понравилось ли вам. Это круто - делиться с другими своим опытом. Если вам есть что рассказать, админку к группе с удовольствием вам выпишу Если никто ничего друг-другу рассказывать не будет, группа умрёт",https://vk.com/wall-130344439_1976,пост
1979,0,Post 1979 (2019-01-25 00:21:34),Примерно так выглядят варианты ответа в тесте по дкб,https://vk.com/wall-130344439_1979,комментарий
1983,0,Post 1983 (2019-01-30 18:27:34),"То самое чувство, когда твой вуз не вынесен в анкете в другое 00",https://vk.com/wall-130344439_1983,пост
1983,0,Post 1983 (2019-01-30 18:27:34),и находится в одном списке с такими сильными вузами РУДН МИСиС МИРБИС МГИМО,https://vk.com/wall-130344439_1983,комментарий
1992,0,Post 1992 (2019-02-06 21:40:46),"в валидацию не ходите по крайней мере в розницу, Тут как по убывающей постят места работы Фила, следующей будет стажировочка в ЦБ?",https://vk.com/wall-130344439_1992,комментарий
1993,0,Post 1993 (2019-02-06 22:48:12),"И ещё одна универсиада по эконометрике, оригинальная. Похоже, что теперь их целых три.",https://vk.com/wall-130344439_1993,пост
1994,0,Post 1994 (2019-02-07 15:22:23),Имейте в виду. Новый датафест будет 10-11 мая. Регистрация откроется 6 марта.,https://vk.com/wall-130344439_1994,пост
2000,0,Post 2000 (2019-02-08 14:37:37),Вот вам инфа по конкурсу ЦБ. Есть варик опубликовать свой рисерч в очень хорошем журнале иили сгонять на халявку в Питер на их крутую летнюю школу.,https://vk.com/wall-130344439_2000,пост
2001,0,Post 2001 (2019-02-08 14:39:37),"А вот еще классическая конфа. Как наш круглый стол, только уровень межвузовский, а значит повыше.",https://vk.com/wall-130344439_2001,пост
2001,0,Post 2001 (2019-02-08 14:39:37),"Да! Это тоже очень годная тема а Если годно выступить с хорошим рисёрчем, будет грамота призёрапобедителя. За это при поступлении в магистратуру и аспирантуру накидывают дополнительные баллы во многих местах. б Пафосная строчка в резюме., Нет теоретической эконометрики.",https://vk.com/wall-130344439_2001,комментарий
2008,0,Post 2008 (2019-02-13 10:37:02),id151317520Татьяна Шелованова ищет себе дримтим! Собираюсь принять участие в кейс чемпионате от компании Accenture. Однако срочно нужна команда,https://vk.com/wall-130344439_2008,пост
2008,1,Post 2008 (2019-02-13 10:37:02),". Однако срочно нужна команда. Для справки Это глобальная консалтинговая компания,оказывающая услуги по трансформации бизнеса крупных компаний, в особенности по цифровой трансформации, оказывает широкий спектр услуг в области стратегий, консалтинга, цифровых сервисов digital, технологий и оптимизации операционной деятельности. Если у кого-то есть желание, пишите лс",https://vk.com/wall-130344439_2008,пост
2014,0,Post 2014 (2019-02-15 08:45:14),"Друзья- студенты бакалавриата, спешите участвовать. Тема крутая, МГУшная, - это вам не шарага на мясницкой. В этом году главный составитель задач - новый, внешний по отношению к России и он классный, поэтому на очном туре должно получиться что-то интересное.",https://vk.com/wall-130344439_2014,пост
2015,0,Post 2015 (2019-02-15 18:56:29),"что мертво умереть не может, Раньше у чуваков были две нормальные программы, а потом они подумали ебать успех и вместо того, чтобы эти две программы дорабатывать по качеству, открыли ещё десяток не очень хороших прог и в итоге скатились. Год перерыва взяли, потому что их главный, Андрей, на инициативе которого всё держится, по слухам сваливал в какой-то стартап",https://vk.com/wall-130344439_2015,комментарий
2015,1,Post 2015 (2019-02-15 18:56:29),". Этой осенью они снова попробовали запуститься и по полной обосрались. Чатики организаторов было больно читать. Замутили говно-программу, набрали поток и в итоге в течение осени загнулись все направления, после загиба у них теперь типо онлайн-программа. Есть очень забавный паблик от чуваков, которые всрали по полной направление анализ данных Ребята планировали писать об успехах",https://vk.com/wall-130344439_2015,комментарий
2015,2,Post 2015 (2019-02-15 18:56:29),". Каждый раз, когда открываю его, ору в голосину., Короч, я бы не рекомендовал тратить на это своё время.",https://vk.com/wall-130344439_2015,комментарий
2023,0,Post 2023 (2019-02-16 18:50:25),"Эй, выпускники, недавно вы получили важное письмо, предлагаем не игнорировать и выйти на связь, будут прикольные плюшки и интересные предложения! Если письмо не пришло, пишите id17296672Володе",https://vk.com/wall-130344439_2023,пост
2025,0,Post 2025 (2019-02-18 18:18:07),"Всем привет! Я работаю в PwC Data Analytics, и у нас открылись пара вакансий Intern и Junior Data Scientist. Занятость от 30 чнеделю. Если ты студент 3-4 курса выпускник и хочешь попробовать эконометрику и ML на практике если ты только начинающий в ML - ничего страшного, научим, то эта вакансия для тебя В PwC Data Analytics открылись позиции Junior Data Scientist",https://vk.com/wall-130344439_2025,пост
2025,1,Post 2025 (2019-02-18 18:18:07),". Что тебя ждет Интересные проекты, где ты будешь заниматься моделированием статистических данных, прогнозированием, выявлением аномалий и многим другим. Не только решение практических задач, но и исследовательская деятельность в области Data Science будешь в курсе трендов. Работа с клиентами из самых разных индустрий производство, розница, нефтегаз, финансовый сектор и т. д.",https://vk.com/wall-130344439_2025,пост
2025,2,Post 2025 (2019-02-18 18:18:07),". д.. Взаимодействие с европейской командой, обмен экспертизой. Базовые требования к стажерам владение SQL, Python R знание классических фреймворков для Data Science английский язык не ниже уровня upper-intermediate",https://vk.com/wall-130344439_2025,пост
2025,3,Post 2025 (2019-02-18 18:18:07),". Плюсом будет, если ты продемонстрируешь свои прототипы работающих инструментов например, в рамках учебной деятельности творишь эффектные визуализации Tableau QlikView Power BI, R, Shiny умеешь работать с геопространственной аналитикой и инструментами Big Data ML. Ссылка на вакансию Резюме отправляйте Ксении ksenia.myachenkovapwc.com, указывая в теме письма название вакансии",https://vk.com/wall-130344439_2025,пост
2025,4,Post 2025 (2019-02-18 18:18:07),".com, указывая в теме письма название вакансии. ----------------------- P.S. можете писать мне по поводу вакансии, с радостью отвечу на все вопросы",https://vk.com/wall-130344439_2025,пост
2026,0,Post 2026 (2019-02-22 16:22:34),"Вас хочет KPMG Предлагают на 9 неделе этой весной прочитать, что-то из предложенного Аудит финансового сектора 1 Принцип независимости и этические принципы в аудите и их влияние на качество аудита на основе практических примеров. 2 Связанные стороны риски и возможные манипуляции в отчетности",https://vk.com/wall-130344439_2026,пост
